	brain_1	brain_2	brain_3	liver_1	liver_2	liver_3
ENSSSAG00000043409	8.66943	50.0457	9.63019	1.57455	0	0
ENSSSAG00000043419	124.4877	376.3318	143.36836	82.03958	77.67387	78.19597
ENSSSAG00000043422	1896.57899	3622.71321	1438.57271	224.00068	197.1745686	172.99998
ENSSSAG00000043424	1786.998	2534.005	1092.0001	12	7.00129	5
ENSSSAG00000043426	177.307	411.5368	174.6264	53.01965	45.75449	41.74421
ENSSSAG00000043428	236.1881	311.9642	335.1585	26.11315	41.99998	36.8237
ENSSSAG00000043429	9.20591	40.3595	20	0	0	0
ENSSSAG00000043432	1341.995071	2937.48178	843.5220379	7.18216	4.31804	2.41732
ENSSSAG00000043436	523.6789	1984.474	352.3806	270.00014	306.99986	300.6861
ENSSSAG00000043439	17.8171	45.4546	25.057	3.70801	6.662459364	5.53454
ENSSSAG00000043440	39.5867	115.258	36.7052	16.1876	28.7199	30.3524
ENSSSAG00000043443	347.655	410.112	568.701	710.386	726.999	537.511
ENSSSAG00000043444	99.15142	272.57563	109.46491	52.27603	56.80158	54.20617
ENSSSAG00000043446	616.00021	1427.0007	315.9993016	31.00005	91	61.00001
ENSSSAG00000043447	216.01805	242.6981	181.2001	0	0	1.73898
ENSSSAG00000043450	1599.627932	4937.018899	1734.1887	652.153415	658.4343289	542.141
ENSSSAG00000043454	10	19	167.086	24.9001	19.99996	17.4649
ENSSSAG00000043456	9.177994395	2.02390074	18.000037	936.16256	1413.9543	1221.5273
ENSSSAG00000043460	7.31582	54.820183	7.01667	0	0	0
ENSSSAG00000043462	26.00005	21.99999117	472.0006	5	5	0
ENSSSAG00000043463	1251.62	4705.8	1132.48	60.5034	69.4953	91.5995
ENSSSAG00000043466	239.3889	753.839	426.8795	151.695	170.6345	137.1046
ENSSSAG00000043474	341.1447	981.1979	408.24006	273.48767	240.89581	243.8087
ENSSSAG00000043476	2618.43	4533.29	1600.55	15.9684	15.5948	9.46128
ENSSSAG00000043478	146	213.9998569	163.0000007	13.0007	16	8
ENSSSAG00000043479	562.9175	1462.8405	608.1482	164.8514	157.1604	153.23121
ENSSSAG00000043481	511.8358	967.8543	606.0891003	185.35501	252.1260545	198.586927
ENSSSAG00000043488	78.6043	306.6592	144.3397	55.9796	37.31435	39.83562
ENSSSAG00000043489	846.41617	4547.6222	1032.0585	217.9812	247.98347	171.35242
ENSSSAG00000043490	257.7422	640.1	264.4606	48	50.6718	40.2492
ENSSSAG00000043491	13.41863	54.83521142	4.62299	0	3	2.10779
ENSSSAG00000043492	59.5143	143.39919	37.43598	28.18571	30.98155	29.0208
ENSSSAG00000043493	154	186	90	11	11	10
ENSSSAG00000043495	177.714	505.887	128.206	22.4046	24.874	21.3047
ENSSSAG00000043496	412.1246	1219.106	439.0725	248.002	215.0456	196.0001
ENSSSAG00000043500	23.99998	71	28.00005	10	12	9
ENSSSAG00000043501	2	3.54974	2	0	0	0
ENSSSAG00000043502	10.4961	24.74028	13.0013	27.006	20.1817	25.74103
ENSSSAG00000043505	291.2891	577.099	348.4943	118.1869	151.0221	128.1616
ENSSSAG00000043506	80.08	78.6466	30.3261	1	0	0
ENSSSAG00000043507	0	0	2	0	0	0
ENSSSAG00000043508	94.84533863	966.4716725	95.8629	0	1.03721	1.055199657
ENSSSAG00000043509	88.5825	47	53	3	2	3.42532
ENSSSAG00000043510	174.7883	278.891	423.076	149.7685	218.5756	187.2375
ENSSSAG00000043511	241.0001	725.9539	253.518	59.42264	64.1519	63.99997
ENSSSAG00000043512	496.0145736	4445.18061	522.72479	60.75796325	87.953	137.3713607
ENSSSAG00000043515	9.9999964	58	23.99999	11	7	5
ENSSSAG00000043516	42.30619	54.6977	24.8949	11400.8	11790.44	11013.76
ENSSSAG00000043517	63	108	59	58	17	50
ENSSSAG00000043518	79.537635	52.67164804	215.7789	21806.7606	27817.92601	24992.9044
ENSSSAG00000043519	570.07741	1364.5362	909.2044	141	167.02114	136
ENSSSAG00000043520	923.426	2356.21	913.945	101.59105	130.5955	90.57867
ENSSSAG00000043521	681.8521	1151.009	740.9011	193.9997	245.0567	227.0363
ENSSSAG00000043522	1455.6308	1946.46098	2452.8527	94.5803	131.2015	63.0745
ENSSSAG00000043523	0	0	1.0002	0	0	0
ENSSSAG00000043525	0	0	2.05373	0	0	0
ENSSSAG00000043526	453.3579	1055.63885	411.72557	192.47154	182.95519	126.74388
ENSSSAG00000043527	1.07619	5.01407	1.0018	2.00641	2.01517	2.00286
ENSSSAG00000043528	104.3799	249.9996	90	9.087032	15.1543	16.12929
ENSSSAG00000043529	0	2	0	0	0	0
ENSSSAG00000043530	97.99998494	29.00004034	38.99997618	6	2	6
ENSSSAG00000043531	944.57845	3721.98094	1070.51975	234.62632	234.41392	233.09012
ENSSSAG00000043532	43.99998	60.99995	48.00000223	100.0000006	27	21.99995537
ENSSSAG00000043533	364.6951	749.2563	424.9379	107.631	180.1767	135.933236
ENSSSAG00000043538	421.389	436.4425	191.8778	515.484	424.614	455.294
ENSSSAG00000043539	33.1225	19.0043	15.6493	0	0	2.00011
ENSSSAG00000043542	790	460	705	323	388	389
ENSSSAG00000043543	278.99967	579.00006	988.0005	433.0004	532.9998	569.9997
ENSSSAG00000043545	127.973	963.479	124.602	11.9048	12.2333	16.4584
ENSSSAG00000043546	151	347.707	179	36	56.3399	47
ENSSSAG00000043547	793.277	2204.54	1015.68	347.742	474.826	509.734
ENSSSAG00000043548	3082.24	13763	1881.88	63	21	28
ENSSSAG00000043549	66.57094	159.8658	98.1576	5.02981	0	4.11134
ENSSSAG00000043551	199.095	439.088	167.774	155.60863	158.48063	100.938
ENSSSAG00000043552	14.1613	6.91176	46.0506	0	0	2
ENSSSAG00000043553	107	186	164	864	1310	973
ENSSSAG00000043554	32.0785	47.44630007	13.0714	7.01932	16.0336	5.01501
ENSSSAG00000043557	348.6518909	489.90278	1170.968667	61.35089	70.50918	62.170098
ENSSSAG00000043560	1017.773861	5024.49709	1172.983538	667.2385	729.5325505	607.6817321
ENSSSAG00000043561	347.3024001	1090.8101	419.99954	91.00423	82.2749	74.44599
ENSSSAG00000043562	215.9996007	1095.9977	298.0004812	1136.000491	1287.999	1557.99979
ENSSSAG00000043564	82.0168	342	152.741	93	87.0106	66
ENSSSAG00000043565	38.5892	130.0466	54.8534	31.68892	46.11894	16.47482
ENSSSAG00000043566	282.23205	1060.1616	433.71287	336.55385	388.73938	222.97003
ENSSSAG00000043567	182.0199	281.16453	188.778	17.6057716	22.04627	23.84595
ENSSSAG00000043568	271.4858	852.5931	362.98238	475.03336	402.40468	354.99261
ENSSSAG00000043569	12.435	19.60083	356.859	10	17.00002	4
ENSSSAG00000043570	3689.5858	10725.666	4621.003	1220.187945	1971.5351	1186.882
ENSSSAG00000043573	208.94305	496.8998	337.30768	425.4996	417.79883	443.13689
ENSSSAG00000043580	7.16879	14.1729	5.53206	4	1.30851	5
ENSSSAG00000043581	0	0	0	0	0	1.03118
ENSSSAG00000043582	905.9997709	2744.743768	1154.90077	146.88072	186.97691	187.776212
ENSSSAG00000043583	46	12	43	68	76	77
ENSSSAG00000043584	838.0353	985.9645	403.0972	3.09058	6.40673	6.00581
ENSSSAG00000043585	1445.71	3738.43	862.27	12.1957	10	11.2595
ENSSSAG00000043587	0	0	0	0	0	0
ENSSSAG00000043588	535.88	1378.93	712.45	140.962	174	124.823
ENSSSAG00000043589	77	26.000072	12	21.99998	13	17
ENSSSAG00000043590	177.28382	341.2815	429.2574015	70.00006	59.2071	55.999991
ENSSSAG00000043592	286.42324	664.61293	365.25079	158.22022	171.01361	147.58693
ENSSSAG00000043593	211.00811	298.1891	144.0072	307.03341	279.0043642	238.0032
ENSSSAG00000043594	18.67053	120.5440169	55.64401	4.028806	1.00751	3
ENSSSAG00000043596	59	89	84	47	24.99996	34
ENSSSAG00000043597	208.0002	500	182	26.00004	44	41
ENSSSAG00000043598	465.6746	1139.0747	481.2685	415.3789	518.7055	396.0211
ENSSSAG00000043602	0	1	1	0	1	1
ENSSSAG00000043603	6.13495	2	10.3097	1	0	0
ENSSSAG00000043606	254.487	109.249	255.108	93572.5	96791.8	91397.8
ENSSSAG00000043610	24.9174	90.22170005	29.4218	31.62	21.6145	18
ENSSSAG00000043615	2225.97691	7063.60978	1211.31337	4.0027	4.001979	8.00863501
ENSSSAG00000043618	132.79702	212.2231	150.12031	5	4.27107	5
ENSSSAG00000043619	852.19761	1873.4929	711.5179	9.06153	11	14.06331
ENSSSAG00000043620	4	18	5	0	0	0
ENSSSAG00000043621	1.07285	1.00231	0	1.00058	1.04291	2.00479
ENSSSAG00000043622	175.35	339.5742	390.8303	35.1553	26.22771	22.448
ENSSSAG00000043623	1286.531158	2513.336231	1112.637712	492.4559	512.731303	493.008537
ENSSSAG00000043624	1797.78	3752.65	2617.48	134.357	306.543	162.654
ENSSSAG00000043625	11	30	39	6.01581	62	10
ENSSSAG00000043626	2714.2885	1338.87596	912.06553	17.98596	2.58182	3
ENSSSAG00000043627	190.020409	385.0398249	311.015568	103.010792	98.01129649	89.0126088
ENSSSAG00000043628	127.425	190.968	150.846	46.0097	30.6035	34.2666
ENSSSAG00000043629	6	0	0	293	331.7205	240
ENSSSAG00000043630	341.0343399	525.5108572	369.5836693	615.5750296	1429.163418	1265.210821
ENSSSAG00000043631	105.34	173.089	156.688	2004.13	1413.44	1592.39
ENSSSAG00000043633	1028.3	4509.7817	1347.91	337.058	282.983	314.855
ENSSSAG00000043634	891.8377	2154.7123	842.4125006	346.02872	328.7483655	308.7376382
ENSSSAG00000043635	814.638	1713.742	501.8813	10	6.321274	8.4259
ENSSSAG00000043637	92.6848	172.8419	210.9887	47.2108	57.2133	37
ENSSSAG00000043638	318.99972	1131.4568	445.172097	82.02755	132	108.0001
ENSSSAG00000043641	13.5731	14.0783	8.36016	8	7.0936	2.13133
ENSSSAG00000043642	44	122	25	0	0	0
ENSSSAG00000043643	0	0	0	0	0	0
ENSSSAG00000043644	0	3	3	0	0	0
ENSSSAG00000043645	804.613	2428.66	1090	304.971637	288	299.724
ENSSSAG00000043647	48	58	47	6	3	0
ENSSSAG00000043651	1883.8303	5211.831	2358.137	2150.446	2426.289	2308.4392
ENSSSAG00000043653	449.138	1392.3076	611.2826	343.9392	423.0526	318.73
ENSSSAG00000043654	0	3.31973	0	0	0	0
ENSSSAG00000043657	77	55	99	34	16	31
ENSSSAG00000043658	316.3248853	712.5795	780.6876	117.00668	153.00176	101.00002
ENSSSAG00000043659	103	217	166	61	60	43
ENSSSAG00000043662	478.6084	1235.4289	551.1506	101	119	103.90805
ENSSSAG00000043663	105	222.6463	133.4599	7.05602	10.4421	9.40764
ENSSSAG00000043664	592.1693	1434.85631	1945.29582	112.75918	115.07567	98.25433
ENSSSAG00000043665	82.0104	74.9066	72	18	18	10
ENSSSAG00000043666	723.0021093	2440.3393	788.32133	292.00827	362.2754983	318.7715576
ENSSSAG00000043668	5952.3805	10144.95571	3207.235157	434.9521646	327.5620508	423.8503848
ENSSSAG00000043669	102.3862	204.523	181.4377	102.5121	81.864	88.204
ENSSSAG00000043674	586.0866	1391.2004	905.2339	111.987	111.7679	99.2379
ENSSSAG00000043675	934.055	2330.025	962.423	677.144	528.7571	445.4121
ENSSSAG00000043678	174.9999	476.0004	216.9999	121.0000345	106.0001	135
ENSSSAG00000043679	50	59	99	130	190	71
ENSSSAG00000043682	534.58288	3567.033387	407.78393	56.53853045	33	58.6484
ENSSSAG00000043684	42	171	13	0	0	0
ENSSSAG00000043685	16.61547658	5.182936434	11.77674192	20.28805	63.956	31.8953
ENSSSAG00000043686	249.8968	754.97071	319.02046	211.3071	255.05085	277.3415
ENSSSAG00000043687	13	25	10	0	3	1.07469
ENSSSAG00000043688	4214.699	9982.7119	5002.731	5937.3824	7109.0538	6715.1384
ENSSSAG00000043691	1	3	0	0	0	0
ENSSSAG00000043692	1062.491	3790.483	1751.3359	526.6898008	694.4481	541.94
ENSSSAG00000043694	301.694	911.182	221.085	1	1	2
ENSSSAG00000043700	38.6725	96.5734	74.8912	3.14701	0	0
ENSSSAG00000043701	4	1	14	4	2.18442	0
ENSSSAG00000043702	15	12	111	0	0	0
ENSSSAG00000043704	0	0	0	0	0	0
ENSSSAG00000043705	39.1145	37.0027	42.00121	9827.3106	15736.2397	14137.2427
ENSSSAG00000043706	442.0004375	1147.14056	535.9999705	320.0001303	329.0003313	315.0004605
ENSSSAG00000043708	3776.998232	8943.0034	5728.0011	4120.00282	3726.9935	3807.0032
ENSSSAG00000043709	0	0	2.01064	0	0	0
ENSSSAG00000043713	511.1013261	717.95737	578.10811	210.0823666	129.003122	135.046163
ENSSSAG00000043714	409.9914823	1361.1047	515.9968	177.6626	197.3581	181.26211
ENSSSAG00000043715	165.3888	7408.0205	84.4297	0	1	2
ENSSSAG00000043717	117.6227	569.9486	160.46983	12.302775	26.698	18.84953006
ENSSSAG00000043718	396.49808	874.4116	730.99973	260.738	332.37725	358.40718
ENSSSAG00000043720	281	318	355	27	26	22
ENSSSAG00000043721	1232.035347	3160.750817	1622.068017	450.049	395.46778	401.98547
ENSSSAG00000043725	1.16266	11.1489	9.259365	14.226	3.59649	0
ENSSSAG00000043727	192.031	478.89	280.291	98.582	139.798	136.829
ENSSSAG00000043728	255.3738	1014.80204	363.0195	205.3539	224.2054	209.0422
ENSSSAG00000043732	374.2460197	1085.94299	425.32596	62.06522	86.34491843	69.79493066
ENSSSAG00000043733	0	2	1.00017	0	0	1.00817
ENSSSAG00000043734	31.9218	42.0883	19.5972	23.9698	32.5503	34.85407
ENSSSAG00000043735	253.9996643	891.1365	413.1263931	110.00008	131.6256003	119.75839
ENSSSAG00000043736	192.018	448.014	230	49	31	24
ENSSSAG00000043738	18	18	33	29	29	43
ENSSSAG00000043741	0	0.755583	0.674026	0	0	0
ENSSSAG00000043744	4	0	0	0	0	1
ENSSSAG00000043746	175.949	356.395	235.677	98.1207	58	64
ENSSSAG00000043747	709.8397	866.94187	336.85041	40.0388	18.477821	33.23759
ENSSSAG00000043752	252.3999	904.3599	232.38026	54.24673	29.785	30.8654
ENSSSAG00000043753	21.3562	35.226	30.9403	0	0	0
ENSSSAG00000043755	67991.916	222815.641	35586.997	96.00003	66	106
ENSSSAG00000043756	224.86588	641.73352	470.21665	98.059	138.6743	119.356026
ENSSSAG00000043757	316	1147.9988	433	193.485	219.83	240
ENSSSAG00000043758	380.2696	1577.48281	253.22156	9	7.000000072	5
ENSSSAG00000043759	1	0	0	2	0	0
ENSSSAG00000043760	4986.7288	7978.984	1726.503001	9.999996835	6	6.999999085
ENSSSAG00000043762	136.82519	271.1378	173.3978	31.9446	21.48676837	33.20428
ENSSSAG00000043763	539.09749	1263.70897	535.105	356.937	369.64292	318.57698
ENSSSAG00000043764	90.22836	228.39734	280.75967	246.45818	177.94245	87.3363
ENSSSAG00000043765	2518.4973	10195.4634	1538.3024	202.52733	251.5197	209.76984
ENSSSAG00000043766	490.00041	1264.8638	537.921	484	642.9936	511.815
ENSSSAG00000043768	177.2376	614.43	187.0862	28.79359	35.66034	25.61485
ENSSSAG00000043769	25	27	120.734	1	0	0
ENSSSAG00000043771	176	338	169	68	77	85
ENSSSAG00000043772	0	0	0	0	1.03652	0
ENSSSAG00000043773	1156.173899	3826.210051	1923.3777	683.4507	747.1991273	791.4195767
ENSSSAG00000043775	213.9998	543.6256	532.6332	209.0003	107.99999	128
ENSSSAG00000043778	22	496.788	63.208	15.02414	21.2233	7.01208
ENSSSAG00000043779	0	5.43832	2.17707	1.39373	1.24818	5.69517
ENSSSAG00000043780	1269.353061	1669.311175	1092.14893	503.69352	283.4660362	340.36611
ENSSSAG00000043781	0	0	0	0	0	0
ENSSSAG00000043782	818.7239	2750.844	1083.794	264.8879	364.1593	288.9444
ENSSSAG00000043783	475.2653335	1378.088228	529.67334	159.8427136	165.2802	156.59735
ENSSSAG00000043787	0	6	6	1	0	0
ENSSSAG00000043788	2145.2375	5376.6673	2217.9293	139.305	173.028	152.994
ENSSSAG00000043793	0	2.05677	4	0	0	0
ENSSSAG00000043794	2223.47	4130.59896	1121.57	76.6101	79.5776	86.3508
ENSSSAG00000043796	49.6019	53.30125	106.7991	25.99996	43.02575	37.64088
ENSSSAG00000043802	20.7597	34.4664	41.9887	27.3678	21.2226	14.8625
ENSSSAG00000043804	237.1351032	865.2094	307.4719	3479.171724	4190.38717	3957.65749
ENSSSAG00000043807	40.81282	160.7379	220.727	4.83404	117.7933346	17.1242
ENSSSAG00000043811	620.344	1501.9486	915.9203	242.73	253.723685	298.3187
ENSSSAG00000043816	1	0	4	0	0	0
ENSSSAG00000043817	486.0010009	1624.00012	799.7688	331	336	418
ENSSSAG00000043820	733.3616	2089.7782	909.6725	221.0084	270.66203	242.6317037
ENSSSAG00000043824	3317.984	5878.58124	2006.969467	16	13.13595	3.999999
ENSSSAG00000043825	0	0	0	0	0	1
ENSSSAG00000043835	65	77	161.41366	175.0003	266.5024	229.464854
ENSSSAG00000043837	11.0353	7.05712	2.07579	0	3	0
ENSSSAG00000043838	210.324	467.0733	205.1209	65.3532	74.5426	45.5611
ENSSSAG00000043840	212	725	230	49	53	72
ENSSSAG00000043842	1.5419	5.2059	0	0	0	0
ENSSSAG00000043844	2478.83	4412.82	1612.924	71.2165	32.1348	33.3605
ENSSSAG00000043845	398.988	892.201	491.022	160.397	206.003	178.55
ENSSSAG00000043850	364.0062	1248.218	596.0004	321.0072	264.1101	237.0707
ENSSSAG00000043851	552.587	1413.1743	644.1060072	92.8741	166.7475	124.279
ENSSSAG00000043853	5	10	12.0124	2	2	1
ENSSSAG00000043861	30.00003	135.9999958	54.99996	65.00005	29.00002	23.99995
ENSSSAG00000043863	3633.087806	7866.292073	3585.640302	3446.123606	3154.521846	2604.032164
ENSSSAG00000043871	162	320.106	208.1204001	0	5	14.00831
ENSSSAG00000043872	174.1971	333.0831	244.8195	164.634	141.6921	117.5539
ENSSSAG00000043884	1305.954	1928.761	1251.957	161.0004	219	213.5511
ENSSSAG00000043888	16.4478	8	7.29951	34.0981	31.7949	17
ENSSSAG00000043895	385.611	922.207	316.198	8.00142	11.04838	5
ENSSSAG00000043897	50.2103	166.974	11.2155	0	3.44008	1.58177
ENSSSAG00000043899	17.97334	43.93503	12.32148	4.7283	10.71728	0
ENSSSAG00000043900	41.5588	118.508	68.61	177.316	146.361	149.231
ENSSSAG00000043901	423.751	1472.24	510.911	213.176	187.935	154.457
ENSSSAG00000043909	382.412	1211.99898	384.99971	179.9999	195.0001	193.9997
ENSSSAG00000043913	0	0	0	2	2	0
ENSSSAG00000043915	1068.00028	5526.00745	1102.00031	75.99994008	121.0000801	81.00001072
ENSSSAG00000043917	10	67	6	13	3.999995526	11
ENSSSAG00000043918	520.186	1341.893	415.123	134.7832	181.6921	151.0913
ENSSSAG00000043923	280.8409	655.313	247.8183	19.99996	10.8047	17.00001
ENSSSAG00000043929	1330.297888	6331.6022	820.1508	4.80311	5	8.42158
ENSSSAG00000043932	335.4825	290.0485	158.622	65.2427	67.9641	66.1756
ENSSSAG00000043934	607.1706	1563.9158	665.9771	516.7727613	493.9573682	540.9
ENSSSAG00000043937	707.5504	556.00804	241.54895	6	12.00001	21.000012
ENSSSAG00000043938	1018.142805	2908.186964	2710.336098	200.9998	348.6579516	317
ENSSSAG00000043940	1839	1966	2477	4	12	4
ENSSSAG00000043941	1	2	4.10063	0	0	0
ENSSSAG00000043943	158.6084795	447.2761904	311.5899228	88.3981	41.01371262	51.89418432
ENSSSAG00000043947	102.09311	1062.2261	78.910264	3.94949	0	0
ENSSSAG00000043950	3.24985	7.13493	15.9352	6.31148	14.7533	4.10989
ENSSSAG00000043955	10.7887	8.38653	5.0569	4.28006	2.12583	3.10995
ENSSSAG00000043962	17.94419	7.25055	9.14348	19.76086724	52.85437	18.18962
ENSSSAG00000043963	17	136	13	0	0	0
ENSSSAG00000043966	9.000003518	25.00004666	8.049934	6.999996315	3.999995555	2
ENSSSAG00000043967	2532.79917	3527.42525	4852.17994	1157.36588	1057.307654	1472.32704
ENSSSAG00000043968	488.594	2234.08	453.138	18.3568	35.6718	40.9853
ENSSSAG00000043969	662.0087042	636.35559	466.708942	255.636412	176.4429852	181.8759843
ENSSSAG00000043970	280.999937	472.00039	260.000239	509.00083	210.00004	208.9996
ENSSSAG00000043972	0.999999755	3.075189161	4.032178837	0.999999755	4.000002821	0
ENSSSAG00000043973	844.5153	2399.583564	1769.2757	575.8529566	482.5425591	492.8795261
ENSSSAG00000043974	219.5533085	277.8727432	169.8902	67.407065	69.208155	78.423991
ENSSSAG00000043976	3419.288	6742.175	2487.212	1077.5627	1040.9148	894.5432
ENSSSAG00000043978	524.0503373	1410.22558	460.7857	69.1480508	68.905429	76.18018951
ENSSSAG00000043980	252.308948	180.316868	108.1051562	1.99999958	3.000001673	3.000004973
ENSSSAG00000043981	2	0	0	0	0	0
ENSSSAG00000043986	677.0002	1930.9998	916.0004	326.0001	362.8341	288.9998
ENSSSAG00000043995	752.5608	1182.3264	525.7340043	184.238	288.7434002	210.949
ENSSSAG00000043996	1935.57	3790.36	1589.69	516	562	494
ENSSSAG00000043998	52	231.235324	69.00003506	22.00002	15.0000428	17
ENSSSAG00000044002	189.8569	191.5426	367.731	148.5994708	137.87367	210.9286
ENSSSAG00000044004	552.02	2360.8267	862.7945	291.55232	446.50445	342.2574
ENSSSAG00000044008	88.99999	370.5665	147.2649	95.72437	199.5436	113.73701
ENSSSAG00000044010	4804.0589	11641.2855	8725.193	16521.0324	16700.249	13884.21498
ENSSSAG00000044014	403.26304	750.6536	613.77509	255.8007	282.309	238.0231
ENSSSAG00000044016	247.8685089	517.472	321.0223	305.79411	323.3667	262.9556143
ENSSSAG00000044018	639.7330142	1514.5511	761.1284144	225.1532212	306.4790004	291.4786666
ENSSSAG00000044025	504.2156	1238.273358	525.4966	297.8231	252.6713	302.7254
ENSSSAG00000044027	360.6979	1223.968	441	209.76	203.9998	167.00011
ENSSSAG00000044030	60.00333001	186.002	240.5244602	235.7995479	269.0002349	443.825329
ENSSSAG00000044032	85.33907	193.39006	108.69508	2082.49842	1672.95404	1742.3741
ENSSSAG00000044034	85.67673	38.7497	91.04158	39.13490839	13.15991292	24.46571992
ENSSSAG00000044036	0	0	1	0	0	0
ENSSSAG00000044037	376.99979	888.9993537	620	5	9	8
ENSSSAG00000044041	170.66115	581.59695	225.38132	48.59248	44.44743	55.10583
ENSSSAG00000044042	2	9	2	0	0	1
ENSSSAG00000044044	842	1797.995	853	308.0002	290	210
ENSSSAG00000044046	464.67499	1432.0091	541.01932	39.06654	31.480039	40.83468
ENSSSAG00000044049	15.0084	18.6514	15.1481	0	0	0
ENSSSAG00000044053	390.4702	1263.217	445.4983	248.8029	300.4842	233.256
ENSSSAG00000044054	0	0	0	0	0	0
ENSSSAG00000044056	258	971	426	144	198	182
ENSSSAG00000044057	618.5519	1770.997	336	3	0	1
ENSSSAG00000044065	1	0	0	0	0	0
ENSSSAG00000044070	449	1460.45	612	288	311	276
ENSSSAG00000044071	1527.5009	3581.976047	2066.591939	316.789995	369.2314439	305.9611548
ENSSSAG00000044074	309.496	1115.366914	554.9952099	131.1085874	141.6106	113.12233
ENSSSAG00000044077	11	68	21	8	10	12
ENSSSAG00000044078	19	25	11	2	4	1
ENSSSAG00000044079	379.4576	1171.665	500.325	209.6172403	238.3971	212.3403
ENSSSAG00000044084	370.7298	236.765	140.44377	151.95419	130.00009	103.9531
ENSSSAG00000044087	1099	2203	1092	213	224	277
ENSSSAG00000044089	39.39625	50.944464	209.8434	105.50811	93.7617	118.4807029
ENSSSAG00000044091	522.113	1380.67	559.292	133.919	114.958	108.451
ENSSSAG00000044093	188.1928	204.9528	185.8035	58.5302	31.4734	47.97322
ENSSSAG00000044095	615.0218042	1553.037	669.7994	1063.52249	645.99289	642.2971703
ENSSSAG00000044099	5.00882	5.005857566	7.00804	1.000000484	4.01114	2.00721
ENSSSAG00000044101	23	22	22	0	1	1
ENSSSAG00000044106	0	2.43921	0	0	0	0
ENSSSAG00000044115	2	0	0	0	0	0
ENSSSAG00000044118	72	287	223.6760608	46	118.641	83
ENSSSAG00000044119	785.928	1659.941	661.068	226.3368	360.2262	266.878167
